ESN,Cycles_Since_New,WFuel_res,Core_Speed_res,T25_res,T3_res,Ps3_res,T45_res,P25_res,T5_res
101,0,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,0,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,0,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,0,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,0,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,0,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,0,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,10,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,10,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,10,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,10,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,10,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,10,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,10,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,20,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,20,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,20,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,20,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,20,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,20,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,20,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,30,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,30,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,30,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,30,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,30,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,30,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
101,30,-0.021964890628998424,10.618761094148795,-0.29494452632422963,0.6631627464637404,-5.5067937661677036,1.4563114237723767,-0.36140011966925556,1.42204421242036
