Cycles_Since_New,Sensed_Altitude_101,Sensed_Altitude_102,Sensed_Altitude_103,Sensed_Altitude_104,Sensed_Mach_101,Sensed_Mach_102,Sensed_Mach_103,Sensed_Mach_104,Sensed_Pamb_101,Sensed_Pamb_102,Sensed_Pamb_103,Sensed_Pamb_104,Sensed_Pt2_101,Sensed_Pt2_102,Sensed_Pt2_103,Sensed_Pt2_104,Sensed_TAT_101,Sensed_TAT_102,Sensed_TAT_103,Sensed_TAT_104,Sensed_WFuel_101,Sensed_WFuel_102,Sensed_WFuel_103,Sensed_WFuel_104,Sensed_VAFN_101,Sensed_VAFN_102,Sensed_VAFN_103,Sensed_VAFN_104,Sensed_VBV_101,Sensed_VBV_102,Sensed_VBV_103,Sensed_VBV_104,Sensed_Fan_Speed_101,Sensed_Fan_Speed_102,Sensed_Fan_Speed_103,Sensed_Fan_Speed_104,Sensed_Core_Speed_101,Sensed_Core_Speed_102,Sensed_Core_Speed_103,Sensed_Core_Speed_104,Sensed_T25_101,Sensed_T25_102,Sensed_T25_103,Sensed_T25_104,Sensed_T3_101,Sensed_T3_102,Sensed_T3_103,Sensed_T3_104,Sensed_Ps3_101,Sensed_Ps3_102,Sensed_Ps3_103,Sensed_Ps3_104,Sensed_T45_101,Sensed_T45_102,Sensed_T45_103,Sensed_T45_104,Sensed_P25_101,Sensed_P25_102,Sensed_P25_103,Sensed_P25_104,Sensed_T5_101,Sensed_T5_102,Sensed_T5_103,Sensed_T5_104
0.0,21991.321515887343,28004.44547634517,27013.280263602053,22007.554225206877,0.6404249860988817,0.6159518328544203,0.5785978734681207,0.6527981377557902,6.23095531422731,4.799819729544005,5.01034772968786,6.199278995064619,8.18375509939167,6.16740349317354,6.320676259773096,8.201902617307256,496.28188369857344,458.5738934836005,473.85255460189137,488.90916240595817,0.6230992739475645,0.4717096297147162,0.5890141742587472,0.661963239618553,4553.01684641689,4675.635506921364,4708.270891510779,4615.194507130221,0.0,0.0,0.0,0.0,1828.9224759408296,1738.2963532126005,1819.0159583545235,1833.827155521448,20313.50165700077,19432.51059676262,13450.32901775177,20206.76505627836,699.6504832121146,637.703177848269,724.8815236295912,689.6151892495549,1484.6298565407235,1348.622307666344,909.5024529780196,1451.3316274573783,261.54391496715914,191.8529360099845,16.00983447110087,270.112903068297,1984.370025541328,1835.27808783954,3022.4683327309904,1960.8920230622573,23.927579259021304,18.04103017186687,21.5261309044622,24.63238009752105,1238.6654082263833,1126.092497003571,1972.4042235131208,1195.5515998421504
1.8181818181818183,22720.23060679643,27095.35456725426,26830.734809056597,22191.00877066142,0.6448235271158937,0.610442196235546,0.5892047800988969,0.6552379509361934,6.049692228303914,5.012551265861497,5.049968077211981,6.151953623960441,7.971370351895665,6.408043421569467,6.427038545579078,8.15564406104364,495.38550877131,460.2865463889867,477.028309520895,484.45292864672194,0.6106828411502215,0.46533185365996405,0.5842128576885085,0.6512360647718272,4551.448884256873,4653.662885116562,4688.781063041007,4607.909213707961,0.0,0.0025382434889730547,0.0,0.0,1832.5151188141535,1708.5528605270335,1823.6075968060659,1821.6892968717848,20308.327548166897,19361.192082631656,14691.689366483099,20101.676260119282,699.3111568590309,635.0829051770688,719.3048097746095,682.9350847791945,1484.1930517362503,1339.1791964554845,1010.7294140299502,1437.6713451060548,255.92900697205263,191.24223535614857,54.0958832547103,267.5885177085538,1986.0937232368738,1815.5631421717098,2836.2973209260576,1941.0733702049563,23.400582621127498,18.183047096225543,21.314579242051103,24.43791855158598,1238.141158351418,1122.204182952363,1836.7728450285174,1182.9124519212512
5.12396694214876,22771.33804481296,27806.28018708897,28317.743073519407,21974.01703512423,0.6342416081314886,0.6277895793406112,0.6022588002475604,0.6535114398400272,6.035060565280339,4.862008341328638,4.7605114755391185,6.2079305112345775,7.887595942819063,6.298118509353603,6.105744700013247,8.217578402341596,496.0198403638641,458.1234383293549,469.63378794143784,487.1612310928922,0.592934245336079,0.466192948081358,0.5495683824565427,0.6471377285892801,4554.639048304444,4643.24010095035,4671.562141307352,4599.228342610028,0.0,0.0020767446727961354,0.0,0.0,1816.4138111157417,1720.657204000866,1817.7151657481893,1814.6665077311752,20268.04662613321,19362.63412389,15522.667738739812,20119.662354195792,697.7433954886117,634.594645733974,702.421380395756,685.1343810029664,1478.925769690907,1339.516468490154,1070.2635108249185,1439.9514503553512,249.23703723275054,191.17043589488338,73.86574313228095,266.1421863589253,1977.5119404291809,1818.4631854210468,2657.7262540612624,1941.8672162057599,22.889132941313136,18.117476822915783,20.074285873201195,24.417246532082956,1238.077007594634,1118.2389386837854,1705.7071528212393,1186.5805905676777
9.646882043576259,23904.06231228103,28388.310239681006,27153.29528989807,23617.93288786653,0.6417804021696607,0.62528216983572,0.6056657206877699,0.6540919324758788,5.770891977825444,4.738771136307719,5.030715795635978,5.836180537038778,7.580890273551721,6.129006152274105,6.476474758841592,7.728272365939394,492.7389704287899,455.26058090818617,475.7145577043847,480.68327661663204,0.5797126430659039,0.46131362479204463,0.5623847152078547,0.61518522417157,4553.834558866465,4658.211176229308,4654.074280695542,4606.0120079336,0.0,0.001699154732287747,0.0,0.0,1825.6037709319762,1727.9666307625084,1816.3833637727062,1814.313023011176,20246.898735812963,19341.77419485103,16402.23106986594,20019.556655359313,695.5271963596851,632.4201472973921,702.4070209506916,677.9927277648995,1476.5341964608212,1337.1738364355801,1143.9835100077023,1427.6000066514855,242.98901725393165,188.70844657327896,106.09784954006662,253.02986667110747,1979.5071794630867,1819.4345282403085,2536.9804504712224,1931.4657603307592,22.22757005461382,17.80162418011201,20.611870535499293,23.142199000611186,1234.9385018350476,1116.0311348690623,1620.696187617029,1176.985890995449
15.16563076292603,24650.10944020945,28500.516646347216,26398.383466935156,24598.409494655683,0.6357952276850898,0.6319590162652842,0.6074910195231444,0.6623903265763434,5.59401148756713,4.710325967560605,5.200569735734296,5.604149149818271,7.319393811334059,6.126660894732662,6.7070418797090845,7.465570764557584,487.4569933463687,455.70569357598737,474.237900822641,479.33617071125786,0.5626157359414511,0.46890196109548443,0.54074685403141,0.5963844940504068,4567.608908541168,4657.769207491994,4611.864186382857,4597.176019541165,0.0,0.0013902175082354292,0.0027777335227616184,0.0,1821.936324420101,1739.6627037111934,1774.6629487314772,1815.1038193779573,20156.55921026797,19385.067622895775,16890.49972203301,19997.745603046027,688.9719212682957,634.572721708982,689.1547860038341,676.9215288811156,1464.9614407727422,1342.7262102299462,1174.2953357135116,1425.0501292932065,236.25315535111235,191.02562372083952,122.90706021806449,245.16110275274266,1967.4643781837226,1828.5178307477177,2392.6312484969685,1930.143965651497,21.55097498838285,17.96011686669933,20.36632287487616,22.43905494522559,1225.9159459508649,1118.6439146360647,1528.1540883827943,1174.5100188335473
21.499152442394024,24676.693453969063,28409.412797255933,25599.273793601864,25401.526718392262,0.6418259113860848,0.630411701647047,0.6115731731004648,0.6662819222460551,5.577655110900244,4.726795087686317,5.386526322478397,5.414108713096962,7.33498014494132,6.141105818093559,6.9736166128078825,7.234404366703611,489.0613349572665,457.8726725396333,479.6704952152887,476.1791007891427,0.5666963829828144,0.48402452219295894,0.5551749371149146,0.5783329574990499,4561.811473898575,4670.166720737925,4602.4004181047485,4593.930718825234,0.0,0.00113745068855626,0.0022726910640776875,0.0,1828.0319910254416,1759.2697347986327,1781.1599573735239,1811.3477906497724,20197.174832483888,19484.104829682205,17523.55565484343,19935.72345006587,691.776324933764,639.5541621483453,691.8099165486257,673.0256854309007,1470.361400036832,1355.499467238571,1229.3921101824806,1417.2629203654528,237.3890930189189,195.24002881543998,146.23183243127437,238.15280910573375,1974.821423969182,1849.5723558214854,2320.3049245404277,1921.3502801325562,21.660265147561756,18.21812627702144,20.86342335057248,21.8031988508617,1229.4551206572633,1129.0873676285075,1475.4763053291736,1167.8007609152357
28.499306543776928,24552.262192499657,27243.055102544884,25855.82042451099,25694.80444690401,0.6454886533707203,0.6337504466985007,0.6270663956340748,0.6684465097341143,5.6021550214351965,5.000405669122278,5.318248602190901,5.3372901779367,7.390370125772172,6.520029414273959,6.972098572034417,7.146145287261863,490.575281121998,462.64097269003156,473.9388273667837,475.90404462476374,0.5599393804623177,0.5109145036307201,0.5489558664195391,0.5723115896289719,4542.867252480992,4661.090518999632,4583.750380085743,4592.43640148793,0.0,0.0009306414724551219,0.0018594745069726532,0.0,1816.430161408362,1763.3583912400566,1775.2217395541095,1812.0714870956663,20181.182867378608,19571.35120924206,17850.170623917158,19932.60603942874,692.05289541982,645.3833502867935,681.0388797232673,672.9068817805224,1468.123013991587,1366.2687187070587,1249.76034749141,1416.9340356252208,235.4253840660549,205.78317626682502,160.3304823493288,235.5750938803371,1968.4045686022016,1860.1847219353301,2228.391218247232,1921.6545743705033,21.615473651403512,19.248874713861625,20.783005518833885,21.57188071468123,1228.2285378097952,1136.7487434705483,1407.1358810318313,1167.5144386731047
36.04488717218112,25725.363887661053,27383.12607959948,26429.176758891183,26298.39531568635,0.6476607090532952,0.6416137819940615,0.6321368450125762,0.6666437172204329,5.3442653432532525,4.963579949621786,5.183499480294332,5.195808869174765,7.06007697169699,6.513986006472817,6.820214198550959,6.948881696441441,485.4976052100667,462.319779394932,469.56800485917586,476.42566911584663,0.5387141295522513,0.5134418709935368,0.5295891789714855,0.5585480070852883,4546.534619305187,4655.188194005172,4573.053472762543,4596.444799116862,0.0,0.000761433932008736,0.0015213882329776253,0.0,1815.2542411152453,1768.1247258295195,1764.159476080051,1814.0883219443465,20098.46450755179,19579.624376231823,18102.144274214734,19944.349614196515,686.3501099127392,645.7687208289477,671.8761533461096,673.9673798672629,1457.7095306931776,1367.2991860177724,1264.7194762426557,1418.7411757579932,226.6800259249183,206.71806478689373,165.67487806365432,229.3395283588157,1958.7623307584806,1861.7745862031081,2151.9849784829426,1926.461194595112,20.777223529322242,19.325252093104766,20.193131394391976,21.00999911293754,1219.5262860240518,1135.6000934781405,1353.0063360111117,1170.8388363742047
44.03672586814819,26321.90163824765,27678.456879007783,25625.922850656796,26246.060571962807,0.6503427524006283,0.6514837902925802,0.633902855968699,0.6698536085687139,5.205498415019008,4.894181440366077,5.372183115126587,5.198153364284843,6.890767869928122,6.4747727727671585,7.080276009396674,6.972743086813694,480.82204899999635,462.54542339216505,476.19383078052897,474.5282301341599,0.5281679456370499,0.5142173050628834,0.5449785887764058,0.5579465436788487,4548.054051676249,4646.221088953791,4565.1147105089885,4591.1640511860915,0.0,0.0006229913989162385,0.001244772190618057,0.0,1812.8391454526502,1774.48765272987,1770.8086428902761,1809.5517499722173,20019.950089603186,19600.819608608457,18513.58660424043,19901.2744356323,680.7504799049849,647.0782221921471,677.8865054077839,671.1944509898572,1447.5823710218551,1370.0523608953556,1303.1997009330291,1413.0791912707984,222.81852331847074,206.6809096522632,180.93549965964007,229.89236985227177,1947.2330019572591,1866.2343950491206,2122.5755901899765,1917.7371081896015,20.382401024743352,19.31476755301572,20.72790435938952,21.076504734417657,1209.850722492637,1136.032188760184,1331.9612117461106,1164.8578107795147
52.393684801212146,26809.43252509123,28283.545714887303,26605.07874391957,26726.15032709809,0.6541064225906383,0.6631101604099973,0.6422434028661491,0.6698682461927379,5.0920803206070095,4.765127441630822,5.155327707480417,5.087001963924708,6.76066814678523,6.361826116440485,6.833599528641944,6.824539043901133,477.6194752108238,459.9026300191099,472.89445903609,475.54268174268816,0.5204247337781869,0.5065374287312936,0.5297433823325008,0.5579465436788487,4547.065801438177,4635.684853188382,4562.326475439767,3880.340505477935,0.0,0.0005097202354769224,0.0010184499741420466,0.2078736259103344,1812.0814865777543,1774.2543338175046,1775.6251109331265,1480.5423408863594,19968.608753930715,19556.073749902367,18714.044113059073,19901.2744356323,677.0845245447683,644.3417063889585,673.0816007413262,642.6225140161978,1440.9798413295284,1364.4611480648705,1317.4821793961314,1276.4135324836586,219.89670541283192,203.98622034067353,182.64474333188568,190.4012963091932,1939.9796854317528,1859.428946754379,2080.8998949319775,1917.7371081896015,20.087189404559282,19.07199613772319,20.090904059960113,18.54683424799954,1203.2343497131849,1129.114182305588,1298.4979199886286,1164.8578107795147
