snap_index,esn,snap,esn_index,global_index,ww_cycle_index,hpc_cycle_index,hpt_cycle_index,ww_cycle,hpc_cycle,hpt_cycle,to_next_ww_cycle,to_next_hpc_cycle,to_next_hpt_cycle,Altitude,Mach,Pamb,Pt2,TAT,WFuel,VAFN,VBV,Fan_Speed,Core_Speed,T25,T3,Ps3,T45,P25,T5,fault_ww_cycle,fault_hpc_cycle,fault_hpt_cycle
0,101,3,2,2,0,0,0,0,0,0,910,8510,4090,,,,,,,,,,,,,,,,,0,0,0
1,101,3,9,9,1,1,1,0,0,0,900,8500,4080,,,,,,,,,,,,,,,,,0,0,0
2,101,3,16,16,2,2,2,0,0,0,890,8490,4070,,,,,,,,,,,,,,,,,0,0,0
3,101,3,23,23,3,3,3,0,0,0,880,8480,4060,,,,,,,,,,,,,,,,,0,0,0
4,101,3,31,31,4,4,4,0,0,0,870,8470,4050,,,,,,,,,,,,,,,,,0,0,0
5,101,3,38,38,5,5,5,0,0,0,860,8460,4040,,,,,,,,,,,,,,,,,0,0,0
6,101,3,45,45,6,6,6,0,0,0,850,8450,4030,,,,,,,,,,,,,,,,,0,0,0
7,101,3,52,52,7,7,7,0,0,0,840,8440,4020,,,,,,,,,,,,,,,,,0,0,0
8,101,3,60,60,8,8,8,0,0,0,830,8430,4010,,,,,,,,,,,,,,,,,0,0,0
9,101,3,68,68,9,9,9,0,0,0,820,8420,4000,,,,,,,,,,,,,,,,,0,0,0
10,101,3,76,76,10,10,10,0,0,0,810,8410,3990,,,,,,,,,,,,,,,,,0,0,0
11,101,3,84,84,11,11,11,0,0,0,800,8400,3980,,,,,,,,,,,,,,,,,0,0,0
12,101,3,91,91,12,12,12,0,0,0,790,8390,3970,,,,,,,,,,,,,,,,,0,0,0
13,101,3,98,98,13,13,13,0,0,0,780,8380,3960,,,,,,,,,,,,,,,,,0,0,0
14,101,3,106,106,14,14,14,0,0,0,770,8370,3950,,,,,,,,,,,,,,,,,0,0,0
15,101,3,114,114,15,15,15,0,0,0,760,8360,3940,,,,,,,,,,,,,,,,,0,0,0
16,101,3,121,121,16,16,16,0,0,0,750,8350,3930,,,,,,,,,,,,,,,,,0,0,0
17,101,3,129,129,17,17,17,0,0,0,740,8340,3920,,,,,,,,,,,,,,,,,0,0,0
18,101,3,136,136,18,18,18,0,0,0,730,8330,3910,,,,,,,,,,,,,,,,,0,0,0
19,101,3,144,144,19,19,19,0,0,0,720,8320,3900,,,,,,,,,,,,,,,,,0,0,0
20,101,3,151,151,20,20,20,0,0,0,710,8310,3890,,,,,,,,,,,,,,,,,0,0,0
21,101,3,158,158,21,21,21,0,0,0,700,8300,3880,,,,,,,,,,,,,,,,,0,0,0
22,101,3,166,166,22,22,22,0,0,0,690,8290,3870,,,,,,,,,,,,,,,,,0,0,0
23,101,3,173,173,23,23,23,0,0,0,680,8280,3860,,,,,,,,,,,,,,,,,0,0,0
24,101,3,180,180,24,24,24,0,0,0,670,8270,3850,,,,,,,,,,,,,,,,,0,0,0
25,101,3,187,187,25,25,25,0,0,0,660,8260,3840,,,,,,,,,,,,,,,,,0,0,0
26,101,3,194,194,26,26,26,0,0,0,650,8250,3830,,,,,,,,,,,,,,,,,0,0,0
27,101,3,201,201,27,27,27,0,0,0,640,8240,3820,,,,,,,,,,,,,,,,,0,0,0
28,101,3,209,209,28,28,28,0,0,0,630,8230,3810,,,,,,,,,,,,,,,,,0,0,0
29,101,3,216,216,29,29,29,0,0,0,620,8220,3800,,,,,,,,,,,,,,,,,0,0,0
30,101,3,223,223,30,30,30,0,0,0,610,8210,3790,,,,,,,,,,,,,,,,,0,0,0
31,101,3,231,231,31,31,31,0,0,0,600,8200,3780,,,,,,,,,,,,,,,,,0,0,0
32,101,3,239,239,32,32,32,0,0,0,590,8190,3770,,,,,,,,,,,,,,,,,0,0,0
33,101,3,246,246,33,33,33,0,0,0,580,8180,3760,,,,,,,,,,,,,,,,,0,0,0
34,101,3,254,254,34,34,34,0,0,0,570,8170,3750,,,,,,,,,,,,,,,,,0,0,0
35,101,3,261,261,35,35,35,0,0,0,560,8160,3740,,,,,,,,,,,,,,,,,0,0,0
36,101,3,268,268,36,36,36,0,0,0,550,8150,3730,,,,,,,,,,,,,,,,,0,0,0
37,101,3,275,275,37,37,37,0,0,0,540,8140,3720,,,,,,,,,,,,,,,,,0,0,0
38,101,3,283,283,38,38,38,0,0,0,530,8130,3710,,,,,,,,,,,,,,,,,0,0,0
39,101,3,291,291,39,39,39,0,0,0,520,8120,3700,,,,,,,,,,,,,,,,,0,0,0
40,101,3,299,299,40,40,40,0,0,0,510,8110,3690,,,,,,,,,,,,,,,,,0,0,0
41,101,3,306,306,41,41,41,0,0,0,500,8100,3680,,,,,,,,,,,,,,,,,0,0,0
42,101,3,313,313,42,42,42,0,0,0,490,8090,3670,,,,,,,,,,,,,,,,,0,0,0
43,101,3,321,321,43,43,43,0,0,0,480,8080,3660,,,,,,,,,,,,,,,,,0,0,0
44,101,3,328,328,44,44,44,0,0,0,470,8070,3650,,,,,,,,,,,,,,,,,0,0,0
45,101,3,335,335,45,45,45,0,0,0,460,8060,3640,,,,,,,,,,,,,,,,,0,0,0
46,101,3,342,342,46,46,46,0,0,0,450,8050,3630,,,,,,,,,,,,,,,,,0,0,0
47,101,3,349,349,47,47,47,0,0,0,440,8040,3620,,,,,,,,,,,,,,,,,0,0,0
48,101,3,357,357,48,48,48,0,0,0,430,8030,3610,,,,,,,,,,,,,,,,,0,0,0
49,101,3,364,364,49,49,49,0,0,0,420,8020,3600,,,,,,,,,,,,,,,,,0,0,0
50,101,3,372,372,50,50,50,0,0,0,410,8010,3590,,,,,,,,,,,,,,,,,0,0,0
51,101,3,379,379,51,51,51,0,0,0,400,8000,3580,,,,,,,,,,,,,,,,,0,0,0
52,101,3,386,386,52,52,52,0,0,0,390,7990,3570,,,,,,,,,,,,,,,,,0,0,0
53,101,3,393,393,53,53,53,0,0,0,380,7980,3560,,,,,,,,,,,,,,,,,0,0,0
54,101,3,400,400,54,54,54,0,0,0,370,7970,3550,,,,,,,,,,,,,,,,,0,0,0
55,101,3,408,408,55,55,55,0,0,0,360,7960,3540,,,,,,,,,,,,,,,,,0,0,0
56,101,3,415,415,56,56,56,0,0,0,350,7950,3530,,,,,,,,,,,,,,,,,0,0,0
57,101,3,423,423,57,57,57,0,0,0,340,7940,3520,,,,,,,,,,,,,,,,,0,0,0
58,101,3,430,430,58,58,58,0,0,0,330,7930,3510,,,,,,,,,,,,,,,,,0,0,0
59,101,3,438,438,59,59,59,0,0,0,320,7920,3500,,,,,,,,,,,,,,,,,0,0,0
