ESN,Sensed_Altitude,Sensed_Mach,Sensed_Pamb,Sensed_Pt2,Sensed_TAT,Sensed_WFuel,Sensed_VAFN,Sensed_VBV,Sensed_Fan_Speed,Sensed_Core_Speed,Sensed_T25,Sensed_T3,Sensed_Ps3,Sensed_T45,Sensed_P25,Sensed_T5,Cycles_Since_New,Cycles_to_WW,Cycles_to_HPT_SV,Cycles_to_HPC_SV
101,13058.464373030201,0.451334976852328,9.547814451314592,10.837692927765078,512.2311999009269,0.8224256708133794,5053.825834126736,0.005519054705610629,1797.9953871692035,20495.458603471274,708.8102901273933,1508.381554216865,336.45114751472414,2013.451674446011,29.9504740469315,1293.3368947819113,0,910,4090,8510
101,14763.892944458772,0.4772099662256713,9.120148226993049,10.433068602638851,518.1615079703113,0.8414358649649935,5062.183019128681,0.0,1864.0198557434248,20787.603258674888,726.2581752481066,1548.0429275438216,337.2840586866567,2078.320812174493,29.792229434505142,1320.4499345712543,10,900,4080,8500
101,13181.464373030201,0.431219970669453,9.586283651890538,10.72004382879509,516.4921512730485,0.8224040423437665,5096.622429406501,0.0013212873261669142,1806.0842954928007,20590.45149866191,715.1647477160574,1521.2298095722374,334.11879097911685,2034.4412271755493,29.67333517652904,1310.0698581627869,20,890,4070,8490
101,17497.821515887343,0.5050300897182783,8.395579307392584,9.67583597315227,502.75032675579297,0.7816874108798706,5002.816976310317,0.0,1850.33194203373,20512.557739713542,707.638436467754,1511.8721437650147,316.59641269218423,2035.0343919744375,27.898614956278063,1284.1918561817747,30,880,4060,8480
101,15237.607230173058,0.4459079601087361,9.149223607143089,10.232781601822875,489.0057471088375,0.7517516584192471,5094.892582628346,0.002724776000338043,1758.155110793548,20031.906952261575,677.8094648893674,1447.8390312411925,315.9768792158846,1937.682487149915,28.12411066675303,1241.0302065153405,40,870,4050,8470
101,14177.321515887345,0.4687859662093907,9.35839942536663,10.644670551311709,518.7381887549219,0.8544419773576937,5096.533227793363,0.0,1863.0923102311567,20795.25780527597,726.6344482617945,1549.2658460281382,342.42027998105266,2080.6639664752643,30.26698383125184,1323.7441589633029,50,860,4040,8460
101,13936.321515887345,0.4680209629454404,9.32042159210395,10.645172708788106,516.6432915549537,0.8349015494165114,5041.243692870136,0.0008664852504634143,1831.694835858026,20665.671596737047,719.8707735092851,1531.5814569727456,337.432002471155,2050.6641798752985,29.978736831748815,1309.8829371993884,60,850,4030,8450
101,18594.696515887343,0.5000215896488985,8.12232536109011,9.310460200495628,496.1274356682953,0.7432604728489663,4987.537672121784,0.0,1823.0485191775256,20318.956886469234,696.7258996028507,1487.4089887022385,301.57348739071153,2003.685385988026,26.673331244541572,1267.6593004683405,70,840,4020,8440
101,17700.071515887343,0.5048489586533865,8.318358558277046,9.592091047038002,495.54555154175307,0.7457208538102309,4969.282784287355,0.0003110459747035375,1803.0221984737977,20249.38776387269,693.0588719063641,1477.735985131921,305.18467248391937,1983.6402170678466,27.162556553502384,1258.1610223598716,80,830,4010,8430
101,18068.321515887343,0.5119285813616475,8.123402822538631,9.433165319277316,494.80633061486685,0.7623021284615029,4981.626236696069,0.0,1840.845483325706,20360.67593544529,697.4775441152201,1491.9078766100185,310.86883186143706,2008.6539488169935,27.40314845932907,1263.9273412126051,90,820,4000,8420
101,17487.071515887343,0.5100937175648174,8.407070865234736,9.719122735891204,502.35190288758093,0.777511450419663,4999.512985687443,0.0,1842.8542379975038,20477.223835808752,706.4289566584963,1507.5360009398357,315.3363350806326,2028.0159559241886,27.92211830002109,1280.7078361002477,100,810,3990,8410
101,14030.750087315915,0.43515296399632136,9.195086590910467,10.341228795102097,511.54048350379395,0.7877584621533579,5068.2865437149085,0.005315880416718043,1784.8469748073421,20441.718185511676,706.677571572415,1502.8593088279472,320.2721572039567,2011.9072995342306,28.545960600146323,1298.2249084435875,110,800,3980,8400
101,12699.178658744486,0.43420796960631053,9.626806281830655,10.832282982245967,485.57292052635074,0.7693327750711437,5082.070581222308,0.005601993080330385,1733.7848398902831,19913.306065361685,669.4091647834323,1430.860303274894,329.1400627711883,1905.4657110620599,29.429316646634213,1224.4309642602923,120,790,3970,8390
101,20158.946515887343,0.5093849643217286,7.844409036904296,8.98306420785416,481.4099334044552,0.7406384293738321,5015.721589199677,0.0,1845.8256385226114,20176.72959098752,683.2642225053123,1469.1988333899385,301.7836269561582,1992.278312845301,26.35820396860359,1246.3921376611036,130,780,3960,8380
101,18767.571515887343,0.47968834797757476,8.05457608557736,9.131399204642994,486.3411473072881,0.7359942125986115,5047.511325389302,0.0,1831.172584064459,20211.427560170825,686.213388749007,1473.0151394131587,301.31048761523067,1991.4791446994225,26.435496769411856,1254.6994938033904,140,770,3950,8370
101,13439.035801601629,0.46832696361239934,9.462605746175393,10.830690058395902,503.6397565809542,0.7789845502618455,4990.598974091701,0.014939984014464157,1749.8864515834398,20206.030825569676,692.2009755234819,1470.4408670830996,325.85477966676183,1958.7152746140725,29.33089977216252,1262.3893784696309,150,760,3940,8360
101,17655.571515887343,0.5035889611663183,8.330124135823297,9.600931361082361,495.59849709627423,0.7462597855849898,4973.623554040934,0.0003110459747035375,1802.5064626744838,20248.304084725285,693.2558533463464,1477.986928673735,305.04465757526145,1985.5334170355843,27.18932871481413,1259.940756100415,160,750,3930,8350
101,14506.750087315915,0.46927196758172807,9.263417963992142,10.525893965778755,514.7836173837899,0.843711789245722,5067.1925601986095,0.0,1850.32775301978,20696.805296352715,720.8950001199522,1536.5568354089821,338.9272275462908,2065.2738533283346,29.986627045144704,1314.5041635610237,170,740,3920,8340
101,17634.946515887343,0.5174253347413501,8.331179036815305,9.684555653859693,495.6606276246335,0.8141270372059726,4971.979452879295,0.0,1866.1259086826606,20458.437858136167,702.0201872099021,1505.1737768239573,327.99744600150393,2033.2238367956002,28.61241926301596,1274.0838685982376,180,730,3910,8330
101,15296.035801601629,0.4640879632323601,8.97451235159666,10.171780274550203,517.6428573319059,0.799947221428571,5073.084184758741,0.00012290712000645714,1832.7353765089636,20676.383745872346,721.6680193103593,1535.0210983201848,319.80889834112475,2062.9705145849966,28.52681177944219,1320.7608447808338,190,720,3900,8320
101,13702.750087315915,0.4670039608226976,9.438814361493487,10.76363456234421,514.9149786097322,0.8350173631688619,5057.673377542795,0.0009448207581433143,1822.5365244356285,20612.401998477977,716.9010342984069,1525.113627677279,337.97994061926283,2043.1952704314494,30.152437515837,1306.8481858862776,200,710,3890,8310
101,17464.071515887343,0.5091093403370938,8.411939631365154,9.719439031258855,500.232610262195,0.7961868584094871,5000.47614549567,0.0,1863.7521013803703,20520.316717105427,706.9536066731748,1513.722342852876,321.5356391573251,2044.3115022336835,28.295080663524935,1286.2166320202714,210,700,3880,8300
101,15191.750087315915,0.48701997114118123,9.181770217280848,10.490078924307713,508.2693343082379,0.8254600960054651,5070.358820649684,0.0,1843.5314281235292,20577.776487724448,712.9583345416831,1520.7369534510158,335.3918074926552,2044.1691385862764,29.78574352107548,1296.8306250054404,220,690,3870,8290
101,15529.464373030201,0.48988196373024623,8.989519704171538,10.316404767523498,494.75896244429526,0.8020818904981463,5065.178444373713,0.0,1817.8334523407768,20301.131555158823,693.9203001705433,1483.7335909970584,331.0541103034051,1992.2532908401333,29.36129321410998,1260.4161902352892,230,680,3860,8280
101,15232.035801601629,0.47781297151570273,9.148492374546297,10.395872381479682,487.5962742219495,0.7777530515920842,5062.941112217929,0.0005717487149037858,1780.2923284712303,20081.64869738647,680.3151507769077,1454.5782453944698,326.0299144232173,1949.3564387917236,29.0475970016029,1238.7952128769255,240,670,3850,8270
101,15310.321515887345,0.4868309711988104,9.095178849928246,10.402575606091341,500.2240876695324,0.8353566053999162,5041.0192003912425,0.0,1835.7782055465939,20435.03631306952,702.6916026309165,1502.0857058231752,339.085434370162,2020.8888900909117,29.910797522910908,1278.7056266014035,250,660,3840,8260
101,14039.035801601629,0.4351799627716673,9.192772532656777,10.338454593030177,511.53894564052325,0.7886311491278208,5068.236453328313,0.005315880416718043,1784.8405825059438,20440.46374020127,707.0755306934756,1503.572314360004,319.747259258906,2016.1598465474838,28.565855471623884,1301.656271940724,260,650,3830,8250
101,17677.821515887343,0.5129995930092296,8.313751483459669,9.640092139949337,496.2319252458676,0.7565654332397129,4957.463729997599,0.00032923613374783746,1809.1458077442735,20277.5982019659,695.4339223038319,1481.8499844321705,308.99376861895826,1992.115621180033,27.525111727939958,1261.6014490601103,270,640,3820,8240
101,14983.464373030201,0.44030096181840167,9.026251778117475,10.224481376978847,468.11793436383175,0.6014341027474108,5041.965097042953,0.0023015278409740715,1745.1586325677756,19760.686072398075,628.3622781376527,1291.0667930094503,263.99336867324047,1890.0535015002768,25.392470272916487,1074.316722077516,280,630,3810,8230
101,15155.607230173058,0.44472896107644305,9.170162106587197,10.251595958955534,489.2810234705219,0.75494779958463,5095.9703575185495,0.002724776000338043,1758.2312814834363,20035.450202129032,678.7652413805184,1449.5997260031802,315.78080094703563,1945.2332984838097,28.214411492813287,1247.2320528823127,290,620,3800,8220
101,17447.071515887343,0.5075185966761669,8.352013368841842,9.66597666268371,476.9407706943753,0.7135100035344277,4967.989303009572,0.007915991715212213,1760.282251643886,19838.500263010003,665.4246266369507,1423.7475511108169,302.4079377886586,1910.5821167235426,27.047594784110252,1209.9809346680936,300,610,3790,8210
101,18484.821515887343,0.5102827108548841,8.163919530715432,9.408123288749932,503.18424434001366,0.7639529150436691,5000.380988575812,0.0,1854.1776661097904,20518.95663939412,709.74410261399,1514.9070833371147,306.5550146132767,2047.786081816784,27.188646251107397,1293.014643362541,310,600,3780,8200
101,13986.464373030201,0.4759229667701512,9.3065273171218,10.67455237917738,503.4651946406983,0.7868342886092704,5015.8366820047,0.0009394791702240999,1783.5193416136449,20324.910571974044,698.8818727848314,1486.7830638065566,326.86054124501624,1987.9906350481701,29.463406655950273,1272.817117296932,320,590,3770,8190
101,19861.446515887343,0.5024234621869287,8.01418036533548,9.098739465512622,491.3955294073511,0.7428301206769548,5031.633490256757,0.0,1845.126491328559,20315.997487074146,695.3056176179086,1488.9001736286168,299.1118735968372,2020.9098605217857,26.373327422213176,1272.537768811402,330,580,3760,8180
101,14253.607230173058,0.4769849544341696,9.279348783647874,10.627385703462835,510.5781734062219,0.8378075802326024,5045.685572302543,0.0022905179834001284,1831.718428576892,20576.175172046183,713.5667667038916,1521.0942810168892,338.4907673666681,2044.4778981689353,30.099208067531965,1302.5403396120093,340,570,3750,8170
101,12801.464373030201,0.4464749641933232,9.593525244695183,10.875372099482448,515.3413667189985,0.8084309495921206,5011.547794327971,0.007594265417912729,1772.229381894905,20452.817271831427,709.3829406945416,1504.7324664357934,328.89527998489945,2011.4475618157157,29.630462619378456,1302.3359125119212,350,560,3740,8160
101,13522.607230173058,0.46178396591157184,9.517933340574826,10.813168664214663,507.0298191576546,0.8164133549903696,5047.270746856404,0.0026131105898072288,1790.5615077139078,20397.5310644579,703.5312167592773,1497.008637794959,334.628093193163,2005.0430883827423,29.980735273790938,1286.1157675468664,360,550,3730,8150
101,18374.446515887343,0.5088022208856305,8.258191417959202,9.488048801133043,508.615714111832,0.7720616476984477,5019.400043144898,0.0,1859.7300635196877,20612.38737527768,716.8211959116654,1528.2104907526582,306.8696329758124,2067.626404596359,27.290538036653007,1308.5935820717273,370,540,3720,8140
